AccSpeciesName,endo,wind,cache,water,ant,attach,ballistic,biotic
Dirca palustris,1,0,0,0,0,0,0,1
Disakisperma dubium,0,1,0,0,0,0,0,0
Discaria toumatou,0,0,0,0,0,0,1,0
Dischidia albida,0,1,0,0,0,0,0,0
Dischidia major,0,1,0,0,0,0,0,0
Dischidia nummularia,0,1,0,0,0,0,0,0
Dischidia punctata,0,1,0,0,0,0,0,0
Dischidia rimicola,0,1,0,0,0,0,0,0
Disciphania calocarpa,1,0,0,0,0,0,0,1
Disciphania ernstii,1,0,0,0,0,0,0,1
Disciphania moriorum,1,0,0,0,0,0,0,1
Disciphania spadicea,1,0,0,0,0,0,0,1
Discocalyx listeri,1,0,0,0,0,0,0,1
Discocalyx megacarpa,1,0,0,0,0,0,0,1
Discocarpus essequeboensis,0,0,0,0,0,0,1,0
Discocarpus spruceanus,0,0,0,0,0,0,1,0
Discoglypremna caloneura,1,0,0,0,0,0,0,1
Discophora guianensis,1,0,0,0,0,0,0,1
Discopodium penninervium,1,0,0,0,0,0,0,1
Discospermum malaccense,1,0,0,0,0,0,0,1
Discospermum sphaerocarpum,1,0,0,0,0,0,0,1
Diselma archeri,0,1,0,0,0,0,0,0
Disocactus aurantiacus,1,0,0,0,0,0,0,1
Disphyma australe,1,0,0,0,0,0,0,1
Disphyma papillatum,1,0,0,0,0,0,0,1
Disporum oreganum,1,0,0,0,0,0,0,1
Disporum sessile,1,0,0,0,0,0,0,1
Disporum smilacinum,1,0,0,0,0,0,0,1
Dissocarpus paradoxus,0,0,0,0,0,1,0,0.0833333333333333
Dissochaeta divaricata,1,0,0,0,0,0,0,1
Dissomeria crenata,1,0,0,0,0,0,0,1
Disterigma alaternoides,1,0,0,0,0,0,0,1
Disterigma ovatum,1,0,0,0,0,0,0,1
Dithyrea californica,0,1,0,0,0,0,0,0
Dittrichia graveolens,0,1,0,0,0,0,0,0
Dittrichia viscosa,0,1,0,0,0,0,0,0
Diuris abbreviata,0,1,0,0,0,0,0,0
Dodecadenia grandiflora,1,0,0,0,0,0,0,1
Dodecastigma amazonicum,0,0,0,0,0,0,1,0
Dodecastigma integrifolium,0.5,0,0,0,0,0,0.5,0.5
Dodecatheon meadia,0,1,0,0,0,0,0,0
Dodonaea hirsuta,0,1,0,0,0,0,0,0
Dodonaea triquetra,0,0,0,0,1,0,0,1
Dodonaea viscosa,0,0.153846153846154,0,0,0.846153846153846,0,0,0.837837837837838
Dolichandra steyermarkii,0,1,0,0,0,0,0,0
Dolichandra uncata,0,0,0,1,0,0,0,0
Dolichandra unguis-cati,0,1,0,0,0,0,0,0
Dolichandrone spathacea,0,0,0,1,0,0,0,0
Dolichoglottis lyallii,0,1,0,0,0,0,0,0
Dolichoglottis scorzoneroides,0,1,0,0,0,0,0,0
Doliocarpus brevipedicellatus,1,0,0,0,0,0,0,1
Doliocarpus dentatus,1,0,0,0,0,0,0,1
Doliocarpus glomeratus,0,0,0,0,1,0,0,1
Doliocarpus guianensis,1,0,0,0,0,0,0,1
Doliocarpus macrocarpus,1,0,0,0,0,0,0,1
Doliocarpus major,1,0,0,0,0,0,0,1
Doliocarpus multiflorus,1,0,0,0,0,0,0,1
Doliocarpus olivaceus,0.5,0,0.5,0,0,0,0,1
Doliocarpus paraensis,1,0,0,0,0,0,0,1
Doliocarpus schottianus,1,0,0,0,0,0,0,1
Dombeya quinqueseta,0,1,0,0,0,0,0,0
Dombeya torrida,1,0,0,0,0,0,0,1
Donatia novae-zelandiae,0,1,0,0,0,0,0,0
Donella bangweolensis,1,0,0,0,0,0,0,1
Donella pruniformis,1,0,0,0,0,0,0,1
Donella welwitschii,1,0,0,0,0,0,0,1
Doodia aspera,0,1,0,0,0,0,0,0
Doodia australis,0,1,0,0,0,0,0,0
Doodia milnei,0,1,0,0,0,0,0,0
Doodia mollis,0,1,0,0,0,0,0,0
Doodia squarrosa,0,1,0,0,0,0,0,0
Doratoxylon apetalum,1,0,0,0,0,0,0,1
Doratoxylon stipulatum,1,0,0,0,0,0,0,1
Doronicum clusii,0,1,0,0,0,0,0,0
Doronicum columnae,0,0,0,0,0,1,0,1
Doronicum grandiflorum,0,1,0,0,0,0,0,0
Doronicum pardalianches,0,0.666666666666667,0,0,0,0.333333333333333,0,0.333333333333333
Doronicum plantagineum,0,1,0,0,0,0,0,0
Dorstenia contrajerva,0.5,0,0,0,0,0,0.5,0.5
Doryphora sassafras,0,1,0,0,0,0,0,0
Douradoa consimilis,0,0,1,0,0,0,0,1
Dovyalis abyssinica,1,0,0,0,0,0,0,1
Dovyalis caffra,1,0,0,0,0,0,0,0.833333333333333
Dovyalis hebecarpa,1,0,0,0,0,0,0,1
Dovyalis longispina,1,0,0,0,0,0,0,0.833333333333333
Dovyalis lucida,1,0,0,0,0,0,0,0.666666666666667
Dovyalis macrocalyx,1,0,0,0,0,0,0,1
Dovyalis rhamnoides,1,0,0,0,0,0,0,0.666666666666667
Dovyalis zeyheri,1,0,0,0,0,0,0,1
Doyerea emetocathartica,1,0,0,0,0,0,0,1
Draba aizoides,0,1,0,0,0,0,0,0
Draba crassifolia,0,0,1,0,0,0,0,1
Draba dubia,0,1,0,0,0,0,0,0
Draba fladnizensis,0,1,0,0,0,0,0,0
Draba hoppeana,0,1,0,0,0,0,0,0
Draba incana,0,0,0,1,0,0,0,0
Draba muralis,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.333333333333333,0.166666666666667,0.229591836734694
Draba nemorosa,0,1,0,0,0,0,0,0
Draba poluniniana,0,0,0,0,0,0.652173913043478,0.347826086956522,0.114503816793893
Draba siliquosa,0,1,0,0,0,0,0,0
Draba stenoloba,0,0,1,0,0,0,0,1
Draba tomentosa,0,1,0,0,0,0,0,0
Draba verna,0.119402985074627,0.395522388059701,0,0.119402985074627,0.00746268656716418,0.119402985074627,0.238805970149254,0.106732348111658
Dracaena afromontana,1,0,0,0,0,0,0,1
Dracaena aletriformis,1,0,0,0,0,0,0,1
Dracaena angustifolia,1,0,0,0,0,0,0,1
Dracaena draco,1,0,0,0,0,0,0,1
Dracaena fernaldii,0,0,1,0,0,0,0,1
Dracaena fragrans,1,0,0,0,0,0,0,1
Dracaena laxissima,1,0,0,0,0,0,0,1
Dracaena mannii,1,0,0,0,0,0,0,1
Dracaena reflexa,1,0,0,0,0,0,0,1
Dracaena rockii,1,0,0,0,0,0,0,1
Dracaena steudneri,1,0,0,0,0,0,0,1
Dracaena timorensis,1,0,0,0,0,0,0,1
Dracaena usambarensis,1,0,0,0,0,0,0,1
Dracocephalum austriacum,0,1,0,0,0,0,0,0
Dracocephalum ruyschiana,0,0.333333333333333,0,0,0,0.666666666666667,0,0.75
Dracontium gigas,1,0,0,0,0,0,0,1
Dracontium polyphyllum,1,0,0,0,0,0,0,1
Dracontium soconuscum,1,0,0,0,0,0,0,1
Dracontomelon dao,1,0,0,0,0,0,0,1
Dracophilus dealbatus,0,0,0,1,0,0,0,0
Dracophyllum acerosum,0,1,0,0,0,0,0,0
Dracophyllum arboreum,0,1,0,0,0,0,0,0
Dracophyllum elegantissimum,0,1,0,0,0,0,0,0
Dracophyllum filifolium,0,1,0,0,0,0,0,0
Dracophyllum fiordense,0,1,0,0,0,0,0,0
Dracophyllum kirkii,0,1,0,0,0,0,0,0
Dracophyllum latifolium,0,1,0,0,0,0,0,0
Dracophyllum lessonianum,0,1,0,0,0,0,0,0
Dracophyllum longifolium,0,1,0,0,0,0,0,0
Dracophyllum marmoricola,0,1,0,0,0,0,0,0
Dracophyllum menziesii,0,1,0,0,0,0,0,0
Dracophyllum muscoides,0,1,0,0,0,0,0,0
Dracophyllum oliveri,0,1,0,0,0,0,0,0
Dracophyllum ophioliticum,0,1,0,0,0,0,0,0
Dracophyllum palustre,0,1,0,0,0,0,0,0
Dracophyllum patens,0,1,0,0,0,0,0,0
Dracophyllum pearsonii,0,1,0,0,0,0,0,0
Dracophyllum politum,0,1,0,0,0,0,0,0
Dracophyllum pronum,0,1,0,0,0,0,0,0
Dracophyllum pubescens,0,1,0,0,0,0,0,0
Dracophyllum recurvum,0,1,0,0,0,0,0,0
Dracophyllum rosmarinifolium,0,1,0,0,0,0,0,0
Dracophyllum scoparium,0,1,0,0,0,0,0,0
Dracophyllum secundum,0,0.5,0,0.5,0,0,0,0
Dracophyllum sinclairii,0,1,0,0,0,0,0,0
Dracophyllum strictum,0,1,0,0,0,0,0,0
Dracophyllum subulatum,0,1,0,0,0,0,0,0
Dracophyllum townsonii,0,1,0,0,0,0,0,0
Dracophyllum traversii,0,1,0,0,0,0,0,0
Dracophyllum trimorphum,0,1,0,0,0,0,0,0
Dracophyllum urvilleanum,0,1,0,0,0,0,0,0
Dracunculus canariensis,1,0,0,0,0,0,0,1
Dracunculus vulgaris,1,0,0,0,0,0,0,1
Drapetes muscosus,1,0,0,0,0,0,0,1
Drepananthus pubescens,1,0,0,0,0,0,0,1
Drimia maritima,0,1,0,0,0,0,0,0
Drimycarpus racemosus,1,0,0,0,0,0,0,1
Drimys brasiliensis,1,0,0,0,0,0,0,1
Drimys winteri,1,0,0,0,0,0,0,1
Drosanthemum globosum,0,0,0,1,0,0,0,0
Drosanthemum hispidum,0,0,0,1,0,0,0,0
Drosanthemum lique,0,0,0,1,0,0,0,0
Drosanthemum montaguense,0,0,0,1,0,0,0,0
Drosanthemum schoenlandianum,0,0,0,1,0,0,0,0
Drosera anglica,0,0.473684210526316,0,0.289473684210526,0,0,0.236842105263158,0
Drosera arcturi,0,0,0,1,0,0,0,0
Drosera binata,0,0,0,1,0,0,0,0
Drosera intermedia,0.175438596491228,0.333333333333333,0,0.175438596491228,0,0.157894736842105,0.157894736842105,0.104972375690608
Drosera peltata,0,0.888888888888889,0,0.111111111111111,0,0,0,0
Drosera pygmaea,0,0,0,1,0,0,0,0
Drosera rotundifolia,0,0.704918032786885,0,0.147540983606557,0,0,0.147540983606557,0
Drosera spatulata,0,0.5,0,0.5,0,0,0,0
Drosera stenopetala,0,0,0,1,0,0,0,0
Dryas integrifolia,0,1,0,0,0,0,0,0
Dryas octopetala,0,0.666666666666667,0,0.333333333333333,0,0,0,0
Drymoanthus adversus,0,1,0,0,0,0,0,0
Drymoanthus flavus,0,1,0,0,0,0,0,0
Drymocallis rupestris,0,0.2,0.2,0.2,0.2,0.2,0,0.461538461538462
Drymonia coccinea,1,0,0,0,0,0,0,1
Drymonia conchocalyx,1,0,0,0,0,0,0,1
Drymonia pilifera,1,0,0,0,0,0,0,1
Drymonia psilocalyx,1,0,0,0,0,0,0,1
Drymonia rubra,1,0,0,0,0,0,0,1
Drymonia serrulata,1,0,0,0,0,0,0,1
Dryopteris affinis,0,1,0,0,0,0,0,0
Dryopteris expansa,0,1,0,0,0,0,0,0
Dryopteris pseudomas,0,1,0,0,0,0,0,0
Drypetes acuminata,1,0,0,0,0,0,0,1
Drypetes amazonica,1,0,0,0,0,0,0,1
Drypetes arguta,1,0,0,0,0,0,0,0.888888888888889
Drypetes brownii,1,0,0,0,0,0,0,1
Drypetes caustica,1,0,0,0,0,0,0,1
Drypetes chevalieri,1,0,0,0,0,0,0,1
Drypetes deplanchei,1,0,0,0,0,0,0,1
Drypetes dolichocarpa,1,0,0,0,0,0,0,1
Drypetes fanshawei,1,0,0,0,0,0,0,1
Drypetes floribunda,1,0,0,0,0,0,0,1
Drypetes gentryi,1,0,0,0,0,0,0,1
Drypetes gerrardii,0.857142857142857,0,0.142857142857143,0,0,0,0,1
Drypetes gilgiana,1,0,0,0,0,0,0,1
Drypetes gossweileri,1,0,0,0,0,0,0,1
Drypetes iodoformis,1,0,0,0,0,0,0,1
Drypetes lateriflora,1,0,0,0,0,0,0,1
Drypetes madagascariensis,1,0,0,0,0,0,0,1
Drypetes mossambicensis,1,0,0,0,0,0,0,1
Drypetes natalensis,1,0,0,0,0,0,0,1
Drypetes pellegrinii,1,0,0,0,0,0,0,1
Drypetes reticulata,1,0,0,0,0,0,0,0.666666666666667
Drypetes sepiaria,1,0,0,0,0,0,0,1
Drypetes standleyi,1,0,0,0,0,0,0,1
Drypetes usambarica,1,0,0,0,0,0,0,1
Drypetes variabilis,1,0,0,0,0,0,0,1
Drypetes venusta,1,0,0,0,0,0,0,1
Drypetes vernicosa,1,0,0,0,0,0,0,1
Drypetes vitiensis,1,0,0,0,0,0,0,1
Duabanga grandiflora,0,1,0,0,0,0,0,0
Duboisia hopwoodii,1,0,0,0,0,0,0,1
Duboisia myoporoides,1,0,0,0,0,0,0,1
Duchesnea chrysantha,1,0,0,0,0,0,0,1
Duckeodendron cestroides,0,0,1,0,0,0,0,1
Duckesia verrucosa,0.5,0,0.5,0,0,0,0,1
Duguetia arenicola,1,0,0,0,0,0,0,1
Duguetia argentea,1,0,0,0,0,0,0,1
Duguetia asterotricha,1,0,0,0,0,0,0,1
Duguetia cadaverica,1,0,0,0,0,0,0,1
Duguetia calycina,1,0,0,0,0,0,0,1
Duguetia cauliflora,1,0,0,0,0,0,0,1
Duguetia chrysea,1,0,0,0,0,0,0,1
Duguetia confusa,1,0,0,0,0,0,0,1
Duguetia decurrens,1,0,0,0,0,0,0,1
Duguetia dimorphopetala,1,0,0,0,0,0,0,1
Duguetia duckei,1,0,0,0,0,0,0,1
Duguetia echinophora,1,0,0,0,0,0,0,1
Duguetia eximia,1,0,0,0,0,0,0,1
Duguetia flagellaris,1,0,0,0,0,0,0,1
Duguetia furfuracea,1,0,0,0,0,0,0,1
Duguetia hadrantha,1,0,0,0,0,0,0,1
Duguetia lanceolata,1,0,0,0,0,0,0,1
Duguetia latifolia,1,0,0,0,0,0,0,1
Duguetia lepidota,1,0,0,0,0,0,0,1
Duguetia longicuspis,1,0,0,0,0,0,0,1
Duguetia lucida,1,0,0,0,0,0,0,1
Duguetia macrophylla,1,0,0,0,0,0,0,1
Duguetia manausensis,1,0,0,0,0,0,0,1
Duguetia marcgraviana,1,0,0,0,0,0,0,1
Duguetia megalocarpa,1,0,0,0,0,0,0,1
Duguetia neglecta,1,0,0,0,0,0,0,1
Duguetia odorata,1,0,0,0,0,0,0,1
Duguetia paraensis,1,0,0,0,0,0,0,1
Duguetia pauciflora,1,0,0,0,0,0,0,1
Duguetia pycnastera,1,0,0,0,0,0,0,1
Duguetia quitarensis,1,0,0,0,0,0,0,1
Duguetia riparia,1,0,0,0,0,0,0,1
Duguetia sancticaroli,1,0,0,0,0,0,0,1
Duguetia spixiana,1,0,0,0,0,0,0,1
Duguetia staudtii,1,0,0,0,0,0,0,1
Duguetia stelechantha,1,0,0,0,0,0,0,1
Duguetia stenantha,1,0,0,0,0,0,0,1
Duguetia surinamensis,1,0,0,0,0,0,0,1
Duguetia trunciflora,1,0,0,0,0,0,0,1
Duguetia ulei,1,0,0,0,0,0,0,1
Duguetia uniflora,1,0,0,0,0,0,0,1
Duguetia yeshidan,1,0,0,0,0,0,0,1
Dulacia candida,1,0,0,0,0,0,0,1
Dulacia egleri,0.666666666666667,0,0.333333333333333,0,0,0,0,1
Dulacia guianensis,1,0,0,0,0,0,0,1
Dulacia inopiflora,1,0,0,0,0,0,0,1
Duranta dombeyana,1,0,0,0,0,0,0,1
Duranta erecta,1,0,0,0,0,0,0,1
Duranta mutisii,1,0,0,0,0,0,0,1
Duranta repens,1,0,0,0,0,0,0,1
Duranta serratifolia,1,0,0,0,0,0,0,1
Duranta vestita,1,0,0,0,0,0,0,1
Durio testudinarius,1,0,0,0,0,0,0,1
Durio zibethinus,0.8,0,0.2,0,0,0,0,1
Duroia aquatica,1,0,0,0,0,0,0,1
Duroia bolivarensis,1,0,0,0,0,0,0,1
Duroia duckei,1,0,0,0,0,0,0,1
Duroia eriopila,1,0,0,0,0,0,0,1
Duroia genipoides,1,0,0,0,0,0,0,1
Duroia gransabanensis,1,0,0,0,0,0,0,1
Duroia hirsuta,1,0,0,0,0,0,0,1
Duroia longiflora,1,0,0,0,0,0,0,1
Duroia longifolia,1,0,0,0,0,0,0,1
Duroia macrophylla,1,0,0,0,0,0,0,1
Duroia maguirei,1,0,0,0,0,0,0,1
Duroia martiniana,1,0,0,0,0,0,0,1
Duroia micrantha,1,0,0,0,0,0,0,1
Duroia nitida,1,0,0,0,0,0,0,1
Duroia paraensis,1,0,0,0,0,0,0,1
Duroia petiolaris,1,0,0,0,0,0,0,1
Duroia prancei,1,0,0,0,0,0,0,1
Duroia saccifera,1,0,0,0,0,0,0,1
Duroia velutina,1,0,0,0,0,0,0,1
Dussia discolor,1,0,0,0,0,0,0,1
Dussia martinicensis,0,0,1,0,0,0,0,1
Dussia mexicana,1,0,0,0,0,0,0,1
Dussia tessmannii,1,0,0,0,0,0,0,1
Dyera costulata,0,1,0,0,0,0,0,0
Dyerophytum africanum,0,1,0,0,0,0,0,0
Dypsis decaryi,1,0,0,0,0,0,0,1
Dypsis decipiens,1,0,0,0,0,0,0,1
Dypsis fibrosa,1,0,0,0,0,0,0,1
Dypsis lutescens,1,0,0,0,0,0,0,1
Dypsis nodifera,1,0,0,0,0,0,0,1
Dypsis pembana,1,0,0,0,0,0,0,1
Dypsis prestoniana,1,0,0,0,0,0,0,1
Dypsis saintelucei,1,0,0,0,0,0,0,1
Dypsis scottiana,1,0,0,0,0,0,0,1
Dysoxylum acutangulum,1,0,0,0,0,0,0,1
Dysoxylum alliaceum,1,0,0,0,0,0,0,1
Dysoxylum arborescens,1,0,0,0,0,0,0,1
Dysoxylum binectariferum,0.666666666666667,0,0.333333333333333,0,0,0,0,1
Dysoxylum cyrtobotryum,1,0,0,0,0,0,0,1
Dysoxylum densiflorum,1,0,0,0,0,0,0,1
Dysoxylum gaudichaudianum,1,0,0,0,0,0,0,1
Dysoxylum gotadhora,1,0,0,0,0,0,0,1
Dysoxylum mollissimum,0.75,0,0.25,0,0,0,0,1
Dysoxylum oppositifolium,1,0,0,0,0,0,0,1
Dysoxylum papuanum,1,0,0,0,0,0,0,1
Dysoxylum parasiticum,1,0,0,0,0,0,0,1
Dysoxylum pettigrewianum,1,0,0,0,0,0,0,1
Dysoxylum pumilum,1,0,0,0,0,0,0,1
Dysoxylum rufum,1,0,0,0,0,0,0,1
Dysoxylum setosum,1,0,0,0,0,0,0,1
Dysoxylum spectabile,0.5,0,0.5,0,0,0,0,1
Dysoxylum tongense,1,0,0,0,0,0,0,1
Dysphania ambrosioides,0.5,0,0,0,0,0.5,0,0.75
Dysphania botrys,0,0,0,0,0,1,0,0.5
Dysphania pumilio,0,0,0,0,0,1,0,0.25
Dyssochroma longipes,1,0,0,0,0,0,0,1
Dyssochroma viridiflora,1,0,0,0,0,0,0,1
Dyssochroma viridiflorum,1,0,0,0,0,0,0,1
Dystovomita paniculata,1,0,0,0,0,0,0,1
Earina aestivalis,0,1,0,0,0,0,0,0
Earina autumnalis,0,1,0,0,0,0,0,0
Earina mucronata,0,1,0,0,0,0,0,0
Ebracteola wilmaniae,0,0,0,1,0,0,0,0
Ecballium elaterium,0.75,0,0,0,0,0,0.25,0.620689655172414
Ecclinusa bullata,1,0,0,0,0,0,0,1
Ecclinusa guianensis,1,0,0,0,0,0,0,1
Ecclinusa lanceolata,1,0,0,0,0,0,0,1
Ecclinusa lancifolia,1,0,0,0,0,0,0,1
Ecclinusa parviflora,1,0,0,0,0,0,0,1
Ecclinusa psilophylla,1,0,0,0,0,0,0,1
Ecclinusa ramiflora,1,0,0,0,0,0,0,1
Echinochloa colona,0,0,0,0,1,0,0,1
Echinochloa crus-galli,0.25,0,0,0,0,0.5,0.25,0.5
Echinochloa stagnina,0,0,0,1,0,0,0,0
Echinocystis lobata,1,0,0,0,0,0,0,0.833333333333333
Echinopogon caespitosus,0,0,0,0,0,1,0,1
Echinopogon ovatus,0,0.5,0,0,0,0.5,0,0.75
Echinops exaltatus,0,0,0,0,0,1,0,1
Echinops ritro,0,1,0,0,0,0,0,0
Echinops sphaerocephalus,0,0,0.252873563218391,0,0.252873563218391,0.494252873563218,0,0.0895983522142122
Echinopsis chiloensis,1,0,0,0,0,0,0,1
Echinospartum horridum,0,0,0,0,0,0,1,0
Echium italicum,0,0,0,0,0,1,0,1
Echium parviflorum,0,0,0,0,0,1,0,1
Echium plantagineum,0,0,0,0,0,1,0,0.111111111111111
Echium vulgare,0.147826086956522,0.291304347826087,0.0391304347826087,0.0391304347826087,0.00434782608695652,0.439130434782609,0.0391304347826087,0.452261306532663
Ehretia abyssinica,1,0,0,0,0,0,0,1
Ehretia acuminata,1,0,0,0,0,0,0,1
Ehretia cymosa,1,0,0,0,0,0,0,1
Ehretia dicksonii,1,0,0,0,0,0,0,1
Ehretia grahamii,1,0,0,0,0,0,0,1
Ehretia laevis,1,0,0,0,0,0,0,1
Ehretia latifolia,1,0,0,0,0,0,0,1
Ehretia microphylla,1,0,0,0,0,0,0,1
Ehretia obtusifolia,1,0,0,0,0,0,0,1
Ehretia rigida,1,0,0,0,0,0,0,1
Ehretia saligna,1,0,0,0,0,0,0,1
Ehretia tinifolia,1,0,0,0,0,0,0,1
Eichhornia crassipes,0,0,0,1,0,0,0,0
Eidothea zoexylocarya,1,0,0,0,0,0,0,1
Einadia allanii,0,0,0,1,0,0,0,0
Einadia hastata,1,0,0,0,0,0,0,1
Einadia nutans,1,0,0,0,0,0,0,1
Einadia triandra,1,0,0,0,0,0,0,1
Einadia trigonos,0,0,0,1,0,0,0,0
Ekebergia benguelensis,1,0,0,0,0,0,0,1
Ekebergia capensis,1,0,0,0,0,0,0,1
Ekebergia pterophylla,1,0,0,0,0,0,0,1
Elachyptera floribunda,0.333333333333333,0.666666666666667,0,0,0,0,0,0.333333333333333
Elaeagia mariae,1,0,0,0,0,0,0,1
Elaeagia utilis,0,1,0,0,0,0,0,0
Elaeagnus angustifolia,1,0,0,0,0,0,0,1
Elaeagnus commutata,1,0,0,0,0,0,0,1
Elaeagnus conferta,1,0,0,0,0,0,0,1
Elaeagnus glabra,1,0,0,0,0,0,0,1
Elaeagnus latifolia,1,0,0,0,0,0,0,1
Elaeagnus loureiroi,1,0,0,0,0,0,0,1
Elaeagnus macrophylla,1,0,0,0,0,0,0,1
Elaeagnus murakamiana,1,0,0,0,0,0,0,1
Elaeagnus pungens,1,0,0,0,0,0,0,1
Elaeagnus triflora,1,0,0,0,0,0,0,1
Elaeagnus umbellata,1,0,0,0,0,0,0,1
Elaeis guineensis,0.714285714285714,0,0.285714285714286,0,0,0,0,0.944444444444444
Elaeis oleifera,1,0,0,0,0,0,0,1
Elaeocarpus alnifolius,1,0,0,0,0,0,0,1
Elaeocarpus altigenus,1,0,0,0,0,0,0,1
Elaeocarpus altisectus,1,0,0,0,0,0,0,1
Elaeocarpus amplifolius,1,0,0,0,0,0,0,1
Elaeocarpus angustifolius,0.875,0,0.125,0,0,0,0,1
Elaeocarpus arfakensis,1,0,0,0,0,0,0,1
Elaeocarpus aristatus,0.25,0,0.75,0,0,0,0,1
Elaeocarpus arnhemicus,1,0,0,0,0,0,0,1
Elaeocarpus bancroftii,1,0,0,0,0,0,0,1
Elaeocarpus bilobatus,1,0,0,0,0,0,0,1
Elaeocarpus blepharoceras,1,0,0,0,0,0,0,1
Elaeocarpus braceanus,1,0,0,0,0,0,0,1
Elaeocarpus branderhorstii,1,0,0,0,0,0,0,1
Elaeocarpus buderi,1,0,0,0,0,0,0,1
Elaeocarpus carolinae,1,0,0,0,0,0,0,1
Elaeocarpus chinensis,1,0,0,0,0,0,0,1
Elaeocarpus coorangooloo,1,0,0,0,0,0,0,1
Elaeocarpus crenulatus,1,0,0,0,0,0,0,1
Elaeocarpus culminicola,1,0,0,0,0,0,0,1
Elaeocarpus cumingii,1,0,0,0,0,0,0,1
Elaeocarpus densiflorus,1,0,0,0,0,0,0,1
Elaeocarpus dentatus,0.666666666666667,0,0.333333333333333,0,0,0,0,1
Elaeocarpus dolichodactylus,1,0,0,0,0,0,0,1
Elaeocarpus dolichostylus,1,0,0,0,0,0,0,1
Elaeocarpus elliffii,1,0,0,0,0,0,0,1
Elaeocarpus eumundi,1,0,0,0,0,0,0,1
Elaeocarpus ferruginiflorus,1,0,0,0,0,0,0,1
Elaeocarpus filiformidentatus,1,0,0,0,0,0,0,1
Elaeocarpus floridanus,1,0,0,0,0,0,0,1
Elaeocarpus foveolatus,1,0,0,0,0,0,0,1
Elaeocarpus glaber,1,0,0,0,0,0,0,1
Elaeocarpus graeffei,1,0,0,0,0,0,0,1
Elaeocarpus grahamii,1,0,0,0,0,0,0,1
Elaeocarpus grandis,0.666666666666667,0,0.333333333333333,0,0,0,0,1
Elaeocarpus griffithii,1,0,0,0,0,0,0,1
Elaeocarpus habbemensis,1,0,0,0,0,0,0,1
Elaeocarpus hartleyi,1,0,0,0,0,0,0,1
Elaeocarpus holopetalus,1,0,0,0,0,0,0,1
Elaeocarpus hookerianus,1,0,0,0,0,0,0,1
Elaeocarpus japonicus,1,0,0,0,0,0,0,1
Elaeocarpus joga,1,0,0,0,0,0,0,1
Elaeocarpus johnsonii,1,0,0,0,0,0,0,1
Elaeocarpus kaniensis,1,0,0,0,0,0,0,1
Elaeocarpus kirtonii,1,0,0,0,0,0,0,1
Elaeocarpus largiflorens,0.8,0,0.2,0,0,0,0,1
Elaeocarpus ledermannii,1,0,0,0,0,0,0,1
Elaeocarpus linsmithii,1,0,0,0,0,0,0,1
Elaeocarpus luteolus,1,0,0,0,0,0,0,1
Elaeocarpus marafunganus,1,0,0,0,0,0,0,1
Elaeocarpus millarii,1,0,0,0,0,0,0,1
Elaeocarpus multisectus,1,0,0,0,0,0,0,1
Elaeocarpus murukkai,1,0,0,0,0,0,0,1
Elaeocarpus nouhuysii,1,0,0,0,0,0,0,1
Elaeocarpus obovatus,1,0,0,0,0,0,0,1
Elaeocarpus oriomensis,1,0,0,0,0,0,0,1
Elaeocarpus polyandrus,1,0,0,0,0,0,0,1
Elaeocarpus polydactylus,1,0,0,0,0,0,0,1
Elaeocarpus ptilanthus,1,0,0,0,0,0,0,1
Elaeocarpus pullenii,1,0,0,0,0,0,0,1
Elaeocarpus pycnanthus,1,0,0,0,0,0,0,1
Elaeocarpus reticulatus,1,0,0,0,0,0,0,1
Elaeocarpus robustus,1,0,0,0,0,0,0,1
Elaeocarpus ruminatus,1,0,0,0,0,0,0,1
Elaeocarpus sarcanthus,1,0,0,0,0,0,0,1
Elaeocarpus sayeri,1,0,0,0,0,0,0,1
Elaeocarpus sericoloides,1,0,0,0,0,0,0,1
Elaeocarpus sericopetalus,1,0,0,0,0,0,0,1
Elaeocarpus serratus,1,0,0,0,0,0,0,1
Elaeocarpus stellaris,1,0,0,0,0,0,0,1
Elaeocarpus stipularis,1,0,0,0,0,0,0,1
Elaeocarpus subserratus,1,0,0,0,0,0,0,1
Elaeocarpus sylvestris,1,0,0,0,0,0,0,1
Elaeocarpus tariensis,1,0,0,0,0,0,0,1
Elaeocarpus tectorius,1,0,0,0,0,0,0,1
Elaeocarpus thelmae,1,0,0,0,0,0,0,1
Elaeocarpus tonganus,0.5,0,0.5,0,0,0,0,1
Elaeocarpus womersleyi,1,0,0,0,0,0,0,1
Elaeodendron australe,1,0,0,0,0,0,0,1
Elaeodendron buchananii,1,0,0,0,0,0,0,1
Elaeodendron croceum,1,0,0,0,0,0,0,1
Elaeodendron fruticosum,1,0,0,0,0,0,0,1
Elaeodendron glaucum,1,0,0,0,0,0,0,1
Elaeodendron matabelicum,1,0,0,0,0,0,0,1
Elaeodendron melanocarpum,1,0,0,0,0,0,0,1
Elaeodendron paniculatum,1,0,0,0,0,0,0,1
Elaeodendron schlechterianum,1,0,0,0,0,0,0,1
Elaeodendron xylocarpum,0,0,1,0,0,0,0,1
Elaeoluma crispa,1,0,0,0,0,0,0,1
Elaeoluma glabrescens,1,0,0,0,0,0,0,1
Elaeoluma nuda,1,0,0,0,0,0,0,1
